m,TagName,
"2016-11-01 00:00:00","java","15659"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","c++","6088"
"2016-11-01 00:00:00","php","11959"
"2016-11-01 00:00:00","r","3561"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13858"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19810"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10687"
"2016-12-01 00:00:00","php","11484"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13060"
"2016-12-01 00:00:00","c++","5232"
"2016-12-01 00:00:00","swift","3940"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","java","14579"
"2017-01-01 00:00:00","c#","11697"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21414"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","go","560"
"2017-01-01 00:00:00","php","12635"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14280"
"2017-01-01 00:00:00","r","3492"
"2017-02-01 00:00:00","python","14781"
"2017-02-01 00:00:00","java","14579"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21190"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11498"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5171"
"2017-02-01 00:00:00","php","12516"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3679"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6227"
"2017-03-01 00:00:00","c","2971"
"2017-03-01 00:00:00","c#","12992"
"2017-03-01 00:00:00","java","17319"
"2017-03-01 00:00:00","python","17134"
"2017-03-01 00:00:00","perl","413"
"2017-03-01 00:00:00","javascript","23715"
"2017-03-01 00:00:00","r","4603"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14079"
"2017-04-01 00:00:00","c#","11097"
"2017-04-01 00:00:00","c","2857"
"2017-04-01 00:00:00","c++","5883"
"2017-04-01 00:00:00","python","15647"
"2017-04-01 00:00:00","javascript","21247"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","php","12429"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","java","15941"
"2017-04-01 00:00:00","swift","3923"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","java","16345"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","php","13049"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2744"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11985"
"2017-05-01 00:00:00","python","16183"
"2017-05-01 00:00:00","javascript","22396"
"2017-05-01 00:00:00","c++","5304"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21595"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2353"
"2017-06-01 00:00:00","go","574"
"2017-06-01 00:00:00","c#","11307"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4690"
"2017-06-01 00:00:00","python","16030"
"2017-06-01 00:00:00","java","14627"
"2017-06-01 00:00:00","r","4450"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4205"
"2017-06-01 00:00:00","php","11765"
"2017-07-01 00:00:00","c#","11209"
"2017-07-01 00:00:00","javascript","21617"
"2017-07-01 00:00:00","python","16919"
"2017-07-01 00:00:00","c","2051"
"2017-07-01 00:00:00","java","14153"
"2017-07-01 00:00:00","php","11789"
"2017-07-01 00:00:00","c++","5026"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4585"
"2017-08-01 00:00:00","java","13755"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c#","10953"
"2017-08-01 00:00:00","c","2047"
"2017-08-01 00:00:00","python","16463"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","c++","4792"
"2017-08-01 00:00:00","javascript","21358"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4189"
"2017-08-01 00:00:00","r","4572"
"2017-08-01 00:00:00","php","11662"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9875"
"2017-09-01 00:00:00","c","2102"
"2017-09-01 00:00:00","python","15455"
"2017-09-01 00:00:00","java","12761"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4474"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","javascript","18999"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10700"
"2017-09-01 00:00:00","swift","3779"
"2017-10-01 00:00:00","javascript","19872"
"2017-10-01 00:00:00","c","2785"
"2017-10-01 00:00:00","c#","10235"
"2017-10-01 00:00:00","php","10837"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","python","16945"
"2017-10-01 00:00:00","java","14024"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5222"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14188"
"2017-11-01 00:00:00","r","4512"
"2017-11-01 00:00:00","php","10608"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2956"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9799"
"2017-11-01 00:00:00","python","16995"
"2017-11-01 00:00:00","javascript","19417"
"2017-11-01 00:00:00","c++","5038"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3676"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c++","4461"
"2017-12-01 00:00:00","c#","8614"
"2017-12-01 00:00:00","java","11986"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16979"
"2017-12-01 00:00:00","go","528"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9146"
"2017-12-01 00:00:00","ruby","1021"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3205"
"2017-12-01 00:00:00","python","14941"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16246"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","java","12354"
"2018-01-01 00:00:00","javascript","18913"
"2018-01-01 00:00:00","c#","9384"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c++","4760"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3756"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10129"
"2018-01-01 00:00:00","go","543"
"2018-01-01 00:00:00","r","4198"
"2018-02-01 00:00:00","java","12037"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8586"
"2018-02-01 00:00:00","c","2147"
"2018-02-01 00:00:00","python","16326"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","c++","4567"
"2018-02-01 00:00:00","javascript","17224"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3414"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","php","9131"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","javascript","19163"
"2018-03-01 00:00:00","c#","9795"
"2018-03-01 00:00:00","c","2469"
"2018-03-01 00:00:00","python","17910"
"2018-03-01 00:00:00","c++","5186"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","606"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","java","13573"
"2018-03-01 00:00:00","php","9837"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4064"
"2018-04-01 00:00:00","java","13497"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2191"
"2018-04-01 00:00:00","c#","9250"
"2018-04-01 00:00:00","javascript","17968"
"2018-04-01 00:00:00","php","8938"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","python","16983"
"2018-04-01 00:00:00","r","4735"
"2018-04-01 00:00:00","go","620"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c#","9933"
"2018-05-01 00:00:00","c++","4689"
"2018-05-01 00:00:00","python","17578"
"2018-05-01 00:00:00","go","634"
"2018-05-01 00:00:00","javascript","18075"
"2018-05-01 00:00:00","c","2371"
"2018-05-01 00:00:00","java","13480"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3626"
"2018-05-01 00:00:00","php","9481"
"2018-05-01 00:00:00","r","4732"
"2018-06-01 00:00:00","c","1838"
"2018-06-01 00:00:00","c#","8790"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c++","4102"
"2018-06-01 00:00:00","java","11802"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17195"
"2018-06-01 00:00:00","r","4488"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8441"
"2018-06-01 00:00:00","python","16810"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3155"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11770"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9410"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1601"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17934"
"2018-07-01 00:00:00","r","4405"
"2018-07-01 00:00:00","javascript","17807"
"2018-07-01 00:00:00","php","8564"
"2018-07-01 00:00:00","c++","3916"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3677"
"2018-08-01 00:00:00","assembly","180"
"2018-08-01 00:00:00","c#","9518"
"2018-08-01 00:00:00","python","17808"
"2018-08-01 00:00:00","c","1691"
"2018-08-01 00:00:00","java","11364"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3926"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17916"
"2018-08-01 00:00:00","ruby","880"
"2018-08-01 00:00:00","php","8530"
"2018-08-01 00:00:00","r","4127"
"2018-08-01 00:00:00","swift","3593"
"2018-09-01 00:00:00","c#","8358"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","python","15996"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","javascript","16010"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","677"
"2018-09-01 00:00:00","perl","206"
"2018-09-01 00:00:00","php","7672"
"2018-09-01 00:00:00","java","10725"
"2018-09-01 00:00:00","ruby","778"
"2018-09-01 00:00:00","r","3759"
"2018-09-01 00:00:00","swift","3144"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","java","12507"
"2018-10-01 00:00:00","php","8167"
"2018-10-01 00:00:00","r","4361"
"2018-10-01 00:00:00","c#","9335"
"2018-10-01 00:00:00","c","2450"
"2018-10-01 00:00:00","c++","4312"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","go","794"
"2018-10-01 00:00:00","javascript","17425"
"2018-10-01 00:00:00","ruby","899"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3277"
"2018-10-01 00:00:00","python","18147"
"2018-11-01 00:00:00","javascript","16181"
"2018-11-01 00:00:00","go","718"
"2018-11-01 00:00:00","python","18009"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8480"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","java","11707"
"2018-11-01 00:00:00","c++","4347"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","swift","2988"
"2018-11-01 00:00:00","r","4238"
"2018-11-01 00:00:00","php","7094"
"2018-12-01 00:00:00","javascript","14281"
"2018-12-01 00:00:00","java","10441"
"2018-12-01 00:00:00","c#","7554"
"2018-12-01 00:00:00","c","2196"
"2018-12-01 00:00:00","php","6216"
"2018-12-01 00:00:00","python","15731"
"2018-12-01 00:00:00","c++","3558"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","ruby","809"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","swift","2788"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","r","3401"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","java","11029"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c#","8759"
"2019-01-01 00:00:00","go","662"
"2019-01-01 00:00:00","c","2288"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","16942"
"2019-01-01 00:00:00","r","3949"
"2019-01-01 00:00:00","javascript","16017"
"2019-01-01 00:00:00","php","7186"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","ruby","917"
"2019-01-01 00:00:00","swift","2911"
"2019-02-01 00:00:00","assembly","225"
"2019-02-01 00:00:00","c#","8359"
"2019-02-01 00:00:00","python","17526"
"2019-02-01 00:00:00","c","2057"
"2019-02-01 00:00:00","java","11001"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","c++","3735"
"2019-02-01 00:00:00","go","630"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","javascript","15701"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7294"
"2019-02-01 00:00:00","r","4255"
"2019-02-01 00:00:00","swift","2692"
"2019-03-01 00:00:00","java","12053"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","javascript","17325"
"2019-03-01 00:00:00","c","2385"
"2019-03-01 00:00:00","c#","8963"
"2019-03-01 00:00:00","php","7795"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","python","19898"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2958"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16183"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c#","9130"
"2019-04-01 00:00:00","php","7172"
"2019-04-01 00:00:00","c++","4376"
"2019-04-01 00:00:00","c","2430"
"2019-04-01 00:00:00","go","652"
"2019-04-01 00:00:00","java","11176"
"2019-04-01 00:00:00","swift","3088"
"2019-04-01 00:00:00","python","19823"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4597"
"2019-05-01 00:00:00","c#","9030"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16151"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11107"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","c++","4126"
"2019-05-01 00:00:00","php","6957"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","python","18909"
"2019-05-01 00:00:00","swift","3115"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9653"
"2019-06-01 00:00:00","javascript","14820"
"2019-06-01 00:00:00","c#","7608"
"2019-06-01 00:00:00","go","527"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","php","6018"
"2019-06-01 00:00:00","c++","3646"
"2019-06-01 00:00:00","c","1726"
"2019-06-01 00:00:00","python","17242"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3096"
"2019-06-01 00:00:00","r","3954"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c++","4264"
"2019-07-01 00:00:00","c","1757"
"2019-07-01 00:00:00","c#","8448"
"2019-07-01 00:00:00","java","10843"
"2019-07-01 00:00:00","python","19767"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16158"
"2019-07-01 00:00:00","r","4205"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","632"
"2019-07-01 00:00:00","swift","3047"
"2019-07-01 00:00:00","php","6675"
"2019-08-01 00:00:00","c#","7714"
"2019-08-01 00:00:00","c","1555"
"2019-08-01 00:00:00","c++","3294"
"2019-08-01 00:00:00","python","18046"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","634"
"2019-08-01 00:00:00","javascript","15233"
"2019-08-01 00:00:00","assembly","167"
"2019-08-01 00:00:00","php","5816"
"2019-08-01 00:00:00","java","9099"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","194"
"2019-08-01 00:00:00","swift","2554"
"2019-08-01 00:00:00","r","3954"
"2019-09-01 00:00:00","java","9687"
"2019-09-01 00:00:00","c","2007"
"2019-09-01 00:00:00","c#","7844"
"2019-09-01 00:00:00","assembly","220"
"2019-09-01 00:00:00","javascript","14884"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5575"
"2019-09-01 00:00:00","go","621"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16887"
"2019-09-01 00:00:00","r","3942"
"2019-09-01 00:00:00","ruby","719"
"2019-09-01 00:00:00","swift","2560"
"2019-10-01 00:00:00","c#","8417"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4838"
"2019-10-01 00:00:00","python","20459"
"2019-10-01 00:00:00","javascript","15997"
"2019-10-01 00:00:00","go","640"
"2019-10-01 00:00:00","c","2482"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11224"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6081"
"2019-10-01 00:00:00","swift","3106"
"2019-10-01 00:00:00","r","4386"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2516"
"2019-11-01 00:00:00","c#","8028"
"2019-11-01 00:00:00","c++","4733"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10336"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15756"
"2019-11-01 00:00:00","php","6095"
"2019-11-01 00:00:00","r","4292"
"2019-11-01 00:00:00","go","606"
"2019-11-01 00:00:00","python","20621"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2892"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9049"
"2019-12-01 00:00:00","c#","7218"
"2019-12-01 00:00:00","go","619"
"2019-12-01 00:00:00","python","18126"
"2019-12-01 00:00:00","c","2152"
"2019-12-01 00:00:00","c++","4209"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","668"
"2019-12-01 00:00:00","javascript","14320"
"2019-12-01 00:00:00","swift","2676"
"2019-12-01 00:00:00","r","3744"
"2019-12-01 00:00:00","php","5244"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c#","7818"
"2020-01-01 00:00:00","c","2053"
"2020-01-01 00:00:00","python","20002"
"2020-01-01 00:00:00","java","9984"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4242"
"2020-01-01 00:00:00","r","4152"
"2020-01-01 00:00:00","go","651"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","javascript","16042"
"2020-01-01 00:00:00","swift","2905"
"2020-01-01 00:00:00","php","5914"
"2020-02-01 00:00:00","c#","7723"
"2020-02-01 00:00:00","c","1990"
"2020-02-01 00:00:00","c++","4102"
"2020-02-01 00:00:00","python","20071"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","664"
"2020-02-01 00:00:00","javascript","15768"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5697"
"2020-02-01 00:00:00","java","10073"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2766"
"2020-02-01 00:00:00","r","4692"
"2020-03-01 00:00:00","java","11085"
"2020-03-01 00:00:00","go","657"
"2020-03-01 00:00:00","c","2493"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7796"
"2020-03-01 00:00:00","python","22752"
"2020-03-01 00:00:00","c++","4654"
"2020-03-01 00:00:00","assembly","296"
"2020-03-01 00:00:00","javascript","17596"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","r","5126"
"2020-03-01 00:00:00","php","5695"
"2020-03-01 00:00:00","swift","2925"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12663"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c++","6235"
"2020-04-01 00:00:00","c#","8600"
"2020-04-01 00:00:00","c","3254"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20941"
"2020-04-01 00:00:00","go","800"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6673"
"2020-04-01 00:00:00","ruby","769"
"2020-04-01 00:00:00","python","27676"
"2020-04-01 00:00:00","swift","3465"
"2020-04-01 00:00:00","r","6176"
"2020-05-01 00:00:00","java","12075"
"2020-05-01 00:00:00","c#","8618"
"2020-05-01 00:00:00","assembly","355"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3379"
"2020-05-01 00:00:00","javascript","21525"
"2020-05-01 00:00:00","go","762"
"2020-05-01 00:00:00","c++","6432"
"2020-05-01 00:00:00","php","6563"
"2020-05-01 00:00:00","python","29520"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","697"
"2020-05-01 00:00:00","r","6016"
"2020-05-01 00:00:00","swift","3534"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10851"
"2020-06-01 00:00:00","c++","5638"
"2020-06-01 00:00:00","c","2601"
"2020-06-01 00:00:00","php","5965"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c#","7919"
"2020-06-01 00:00:00","go","709"
"2020-06-01 00:00:00","javascript","19884"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27168"
"2020-06-01 00:00:00","r","5442"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3179"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10488"
"2020-07-01 00:00:00","javascript","19934"
"2020-07-01 00:00:00","c++","5180"
"2020-07-01 00:00:00","c#","7830"
"2020-07-01 00:00:00","assembly","273"
"2020-07-01 00:00:00","c","2106"
"2020-07-01 00:00:00","python","26325"
"2020-07-01 00:00:00","php","5978"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","go","647"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3001"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","18097"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9347"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c#","7096"
"2020-08-01 00:00:00","r","4502"
"2020-08-01 00:00:00","c","1898"
"2020-08-01 00:00:00","python","23134"
"2020-08-01 00:00:00","php","5009"
"2020-08-01 00:00:00","c++","4793"
"2020-08-01 00:00:00","go","715"
"2020-08-01 00:00:00","ruby","554"
"2020-08-01 00:00:00","swift","2700"
"2020-09-01 00:00:00","java","8979"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","c","2174"
"2020-09-01 00:00:00","c#","6484"
"2020-09-01 00:00:00","javascript","16821"
"2020-09-01 00:00:00","assembly","297"
"2020-09-01 00:00:00","c++","3942"
"2020-09-01 00:00:00","go","733"
"2020-09-01 00:00:00","r","4768"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","516"
"2020-09-01 00:00:00","python","21830"
"2020-09-01 00:00:00","swift","2579"
"2020-09-01 00:00:00","php","4803"
"2020-10-01 00:00:00","c#","6214"
"2020-10-01 00:00:00","c++","4341"
"2020-10-01 00:00:00","python","22873"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","java","8985"
"2020-10-01 00:00:00","c","2390"
"2020-10-01 00:00:00","go","595"
"2020-10-01 00:00:00","javascript","16500"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","ruby","496"
"2020-10-01 00:00:00","r","5076"
"2020-10-01 00:00:00","swift","2359"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4618"
"2020-11-01 00:00:00","c","2716"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","540"
"2020-11-01 00:00:00","javascript","15581"
"2020-11-01 00:00:00","java","8535"
"2020-11-01 00:00:00","c#","6000"
"2020-11-01 00:00:00","assembly","378"
"2020-11-01 00:00:00","python","22285"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","c++","4348"
"2020-11-01 00:00:00","php","4658"
"2020-11-01 00:00:00","ruby","505"
"2020-11-01 00:00:00","r","4817"
"2020-11-01 00:00:00","swift","2181"
"2020-12-01 00:00:00","delphi","197"
